resample,b2_minus_b1_crossover_layer,ft_minus_tf_crossover_layer
766,17.92893451937892,18.30123117308567
767,17.531607929277857,18.402009162559782
768,17.996364549569126,18.189585162453405
769,17.689332961203583,18.76281434559928
770,17.885897326400155,17.937515742656217
771,17.922230132453976,18.039855115811623
772,18.084636508029277,17.628707468158392
773,17.624445554421904,18.112834213389416
774,17.78501712483652,18.211125532937412
775,17.701584661970116,18.162029650235162
776,17.64948111282111,18.098238387048717
777,17.919600821016967,17.93149758129665
778,17.683138310246935,18.14335075054801
779,17.885793833769085,18.212919515009418
780,18.11677711096954,18.090509428690932
781,18.168271702114556,17.92702000746135
782,17.492816961036038,18.282460225270945
783,17.841437392480973,18.29493308362658
784,18.173023266071212,18.08973541822516
785,17.99935449089659,18.23061473655389
786,18.040071802459668,18.54514174765457
787,17.856418162695157,18.308449134905423
788,18.132849012400527,18.198801744985477
789,18.23256427192671,17.761339473253887
790,17.937079128027435,18.074803209158215
791,17.97165346010151,18.473825737385315
792,18.052883096493307,18.195963701450797
793,18.398522737415966,17.90720855267849
794,17.96775981521331,18.093336879183553
795,17.985426149763132,18.43434955432385
796,17.96814105567585,17.62163961437618
797,18.101556069219875,17.720147490307898
798,18.324977714064403,18.54237316074351
799,18.013619781976626,18.04467015884592
800,18.094390916974742,17.696114826127996
801,17.97009828879107,18.097720157836093
802,18.33750673784103,18.268422377846008
803,17.899753422911292,17.905679614465786
804,17.608222661756447,18.1486931738309
805,18.02606385181853,17.960227066069955
806,18.194141079616237,18.220544820901395
807,17.93480373085941,18.03322384475213
808,18.119532302721822,18.246842880699873
809,18.203094352553357,18.312014712588887
810,18.115526745754646,18.178793906724874
811,17.7022609617339,18.006873494218016
812,17.778402880571097,18.20977334877978
813,17.688126290186403,17.422659619301164
814,18.368982441207148,18.033982155000864
815,17.611295558286326,18.035805625673014
816,18.052831491077466,18.225696537214
817,18.18455152357698,18.08995574479897
818,17.642389018922376,18.344247199741428
819,18.039337520059707,18.151575013592602
820,17.934834247979502,18.198553865247636
821,18.14035910182489,18.13779657361234
822,17.721447972358547,18.081169646098964
823,18.184182935983674,18.27456190446383
824,18.028020223344207,18.115918214541555
825,18.096874862222645,18.162084007862806
826,18.230993436112076,18.255537353118925
827,18.08610562631328,18.134449937911384
828,17.871187806455495,18.003938016075583
829,18.175450201075293,17.623265224813085
830,18.094155617065905,18.15999513564069
831,18.010918063290024,18.166807866805932
832,18.132549579131208,18.246025700253366
833,17.948185094277793,17.931073939297843
834,18.057618289665573,18.118829781073497
835,18.06240032198569,18.189008150912453
836,17.918607711493298,18.08866819578886
837,17.871179638034103,18.451425186426643
838,18.034598624995603,18.198362535476253
839,17.586834577893903,18.099106456455154
840,18.09432750490484,18.47424392630813
841,18.17383966089706,17.866075837602203
842,17.751388211848607,18.12391186439215
843,17.77014450963223,18.022823313816193
844,18.06302583450702,18.142358023572278
845,18.206903043698677,18.398436100079543
846,17.974753147434807,18.1922798095911
847,17.78878353546143,18.097219277727195
848,17.825395555621416,17.563730453367036
849,18.136805901384385,18.30892581656717
850,17.978146808764933,18.280259871287228
851,18.309065454566586,18.522652190540644
852,18.086695870192194,17.89702690384484
853,18.04305063919549,18.040007780193008
854,18.24820287267329,18.34255026993351
855,17.683304309624653,18.09230954259304
856,18.067851807838416,18.05780519212449
857,18.223670871441872,17.911712586432014
858,18.052136624861877,18.382486517557936
859,18.039415942193514,18.222508112214836
860,17.83373635278257,18.25005292597118
861,17.791600679966773,18.352797685921576
862,17.972599337581645,18.34814624120299
863,17.887077720848982,17.989355493298724
864,17.60009376546411,18.18546079385467
865,17.965647674899298,18.267533112976157
866,17.80089938138297,18.228957439777282
867,18.28743320436689,18.20955341139317
868,18.27363152300135,18.002951664296848
869,18.094771249148323,18.471020879169902
870,18.124909722509724,17.976551913158342
871,18.052576573588535,18.180946717849466
872,17.79036693183033,18.177789146124205
873,18.188215891488326,17.943012561903338
874,17.97920527745123,17.936365259297023
875,18.02663007898653,18.580644468955775
876,18.105124433962374,18.24209088949713
877,17.944264158947046,18.404304807262132
878,18.049606272276232,18.184343178745223
879,18.04154727763165,17.60629037494334
880,18.150998327635403,17.81783908720852
881,18.10198003302729,18.255954298048675
882,17.882210435091462,18.12475063833696
883,17.682415897220487,18.180905080748463
884,17.680061916897767,17.841240707056645
885,17.99505582589356,18.052127499194313
886,18.240347777310753,18.109759593228972
887,17.885791282621792,18.156609822955698
888,18.033581947054167,17.976274910377388
889,17.74842065164541,18.058121298888377
890,18.079788886826083,18.244412249653593
891,18.194767942421443,18.265640061198564
892,18.111256795831668,18.216384932239574
893,18.566221251177556,18.14639486929622
894,17.52402220405352,18.039919625862417
895,18.044238910772147,18.250571822159174
896,18.080816676511645,18.018634202420035
897,18.063702430351224,18.10182260945591
898,17.936471078075893,18.14712668926992
899,18.007182819887042,17.99023453608893
900,17.87372096243699,18.167992168128425
901,18.017400935454607,17.995388698739507
902,18.190309772007488,18.077685020019768
903,17.962457582139518,18.05790640583817
904,17.866245048579007,18.244022128557372
905,18.07692016951838,18.051145903824704
906,17.840550305906145,18.3699060064169
907,18.038030706906568,18.25069033000986
908,18.139892679061226,18.060356505726617
909,18.163213382566063,18.150387784395647
910,17.878831333706763,17.75571168076058
911,17.99054736263399,18.072888312345942
912,18.093433048689533,18.14297035420445
913,17.942812940709075,18.334319519584085
914,18.0038796191144,18.168681763735282
915,18.22124685603111,18.206407474920393
916,18.022935483342746,18.04070630131197
917,18.265826458272436,17.780400241756762
918,18.08250223823177,18.24721474228261
919,18.067647485294682,17.98253257267237
920,18.11957560451658,18.396503247313536
921,17.967831497034,18.05858987570462
922,17.631798934555245,18.150769023132362
923,18.26753068756931,18.177573639754154
924,17.96480791901947,18.151932666389317
925,18.042250386704357,18.229471715884507
926,17.867852570675286,18.43275717565363
927,17.79967723630135,18.282141150081202
928,18.11368158283971,18.350785127525807
929,18.199170305787884,18.181689190573675
930,17.6492403518792,18.046000013775302
931,17.857589220145716,18.368934936613453
932,18.058059814690605,17.800096962160573
933,17.884715698702152,18.309460492737465
934,17.935739244506227,18.131392715393307
935,17.859596147103773,18.11609944865864
936,18.215572283763475,18.044324485544294
937,18.30210428883116,17.426773773472064
938,18.078489668297568,18.097648310589733
939,17.97154360324028,18.08517776453329
940,17.715890582460556,18.07919753608767
941,17.719993125924415,18.34442451283696
942,18.420024577885915,18.05489096968227
943,17.66431122138474,18.371721329590855
944,18.124570741693397,18.19499415754978
945,17.873686044698488,18.129054108663095
946,18.121801381232423,18.51830022833879
947,18.124249845370834,18.094212394253162
948,18.016906228077527,18.226530102555728
949,18.097165788907116,18.300749236051157
950,17.569108622752488,18.44292408292892
951,18.147158290855227,18.20374667397678
952,18.102310594388772,18.127422420161786
953,17.961654995038426,18.162687508309848
954,18.07377229644304,18.063481091219128
955,17.995208711236064,18.042171589022825
956,18.138266614760866,18.283992191760277
957,17.49532866151578,17.929299808994216
958,17.877927085454928,17.963563288298506
959,17.730851924963016,18.104373775175077
960,17.564567525235944,18.074640835922263
961,18.016844084811993,18.01953418588515
962,18.163255628642474,17.991214533590405
963,17.956889802636674,18.275683399037984
964,17.96061044316078,18.06060620696452
965,18.06613715391386,18.31791870461466
966,17.60805700768987,18.369805014535146
967,17.733278116701566,17.930445230913246
968,18.113296681946313,18.150786286621162
969,17.929333649235083,18.18378140082852
970,18.143695145354062,18.62223341802165
971,18.281590641938777,18.232967618574314
972,18.04558797540062,18.15605018617543
973,18.25355256589725,18.261405912962765
974,17.8257127291634,18.468378708532942
975,17.958141904512846,18.180456973044386
976,17.991152729293617,17.952650333400985
977,18.007505185621977,18.145149619211832
978,17.88016607048202,17.93498706640774
979,17.981669154079082,18.317818375909198
980,17.68826281792637,18.048044756330736
981,18.226046788688443,18.37787089993529
982,17.868651714158837,18.10639498513435
983,18.027036058668937,18.113235176801645
984,18.2113981688485,18.145204656242182
985,18.062193165374385,17.766894482033653
986,18.07655943193458,18.108825749284936
987,17.928294536210483,18.213152174570453
988,18.032512972395082,18.02297087232757
989,18.1633986699424,18.065002866659857
990,18.113229244825103,18.249949094645192
991,18.239204690007174,18.2138326484347
992,18.123918981763353,18.19606615828256
993,17.520197147674967,18.062087539930854
994,18.35318779199086,18.03676391153711
995,17.802763281269737,17.978722289367287
996,18.06770439275695,18.005558794301184
997,17.714908105308222,18.244663456502806
998,18.166200277936447,18.34577579279997
999,18.208035196702795,18.378211508459607
