resample,b2_minus_b1_crossover_layer,ft_minus_tf_crossover_layer
233,17.84230569353074,18.36256015056215
234,17.947499033268876,18.073577444901886
235,18.137200409876836,17.760650243471403
236,17.92762113574871,18.260651240167412
237,17.89608709789617,18.104561464431374
238,17.779827555760875,18.363343944862148
239,17.83087547782917,17.97122991800854
240,18.268185365203284,18.04068110140927
241,17.837010059092435,18.100936227342377
242,17.759173827159298,18.16957012860588
243,18.282562925812467,17.828809673731357
244,18.09681055846031,18.01253152343058
245,17.627145938853914,18.23053668357725
246,18.24893111516714,18.431931125992932
247,18.105640355449413,18.17423306179898
248,17.631728882426113,18.1822878666906
249,17.93330371291279,18.38170005905647
250,18.01615155328797,18.269165390634008
251,18.343489732830626,18.279901456048858
252,17.947304461827287,18.241605653191723
253,17.397487598474708,18.396570858385065
254,18.036876388695863,18.173671312044263
255,18.130315406514327,18.030880094235293
256,18.28618033684029,18.474264489680934
257,18.18180986455829,18.214207008401118
258,18.075740417899944,18.106171469458957
259,18.106463176388147,18.26729228046944
260,17.946869428965897,18.05483995115203
261,17.838836467010353,18.122749072712512
262,18.127850780697564,18.072648201541977
263,18.12161963923779,18.001472497230875
264,17.70342587417978,18.016947584427392
265,18.076916612899414,18.135533120466626
266,18.090055424743017,17.779936320765202
267,17.965322672984747,17.931790469223767
268,17.714162387750566,18.524414702145375
269,18.13368862128245,18.206619492695054
270,18.051966722604654,18.01519626557411
271,17.883948214731134,17.96975696257229
272,17.675010268342554,18.605737291106973
273,18.094554800856468,18.151516321550876
274,18.041837727217253,18.23487122147334
275,18.104910117007023,17.983240985977503
276,18.035989353587155,18.518686194879834
277,17.250635997087784,18.233557653184118
278,17.66097405391896,18.522367508939727
279,18.01655169047495,17.496921341650054
280,18.23759928753549,18.218268327590277
281,17.935403282727965,18.322861289906438
282,18.140172368316016,17.947030075390515
283,17.870105041439402,17.799352683660782
284,17.96392249428404,18.002726450661125
285,17.781331785840955,17.919095031889864
286,17.719736336276284,17.894932811286388
287,18.120974058242894,18.422268259289147
288,17.767361547602576,18.014061671381544
289,18.051432225399374,18.311447775330155
290,17.968960954169525,18.22559615399674
291,18.04537857872646,18.11389025651973
292,18.041845435124504,18.514387413842467
293,18.032543288495287,18.2648880466919
294,17.699579956409732,18.35504752867061
295,17.83062575555828,18.213164299922454
296,17.778547504504207,18.033799915451425
297,18.029431762282346,18.557283011363502
